Fire Name,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Year,GaugeDist_m,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm,Response
Buckweed,bck,bck_1035,Training,CA,11,368133.5165,3823231.989,2007,1998.67,26.883,5.4,0.2,3.2,2,2,0.3787667,0.217932682,0.297852875,0.25,0.8,1,2,0
Buckweed,bck,bck_1090,Training,CA,11,367871.0165,3822984.489,2007,2368.93,26.883,5.4,0.2,3.2,2,2,0.6896154,0.061248741,0.224895584,0.25,0.8,1,2,0
Buckweed,bck,bck_1570,Training,CA,11,367503.5165,3821741.989,2007,3956.74,26.883,5.4,0.2,3.2,2,2,2.7573118,0.042967882,0.06553743,0.2485406,0.8,1,2,0
Buckweed,bck,bck_235,Training,CA,11,371108.5165,3824991.989,2007,1734.72,27.883,3,0.11,1.6,1.2,0.8,0.613415,0.092164478,0.141710999,0.25,0.4,0.6,0.8,0
Buckweed,bck,bck_363,Training,CA,11,370763.5165,3824576.989,2007,1801.04,27.883,3,0.11,1.6,1.2,0.8,0.538875,0.058352671,0.210157913,0.25,0.4,0.6,0.8,0
Buckweed,bck,bck_440,Training,CA,11,370518.5165,3824426.989,2007,2123.11,27.883,3,0.11,1.6,1.2,0.8,0.33451,0.156562519,0.337675507,0.25,0.4,0.6,0.8,0
Buckweed,bck,bck_469,Training,CA,11,369146.0165,3824489.489,2007,1035.83,26.883,5.4,0.2,3.2,2,2,0.7706,0.261436386,0.208135666,0.25,0.8,1,2,0
Buckweed,bck,bck_604,Training,CA,11,369843.5165,3824206.989,2007,1899.12,26.883,5.4,0.2,3.2,2,2,0.1617,0.059440675,0.315326691,0.25,0.8,1,2,0
Buckweed,bck,bck_611,Training,CA,11,369283.5165,3824121.989,2007,1333.23,26.883,5.4,0.2,3.2,2,2,0.07905,0.031438735,0.3384104,0.25,0.8,1,2,0
Buckweed,bck,bck_643,Training,CA,11,368648.5165,3824011.989,2007,1055.77,26.883,5.4,0.2,3.2,2,2,3.0174727,0.043823137,0.062548531,0.2472831,0.8,1,2,0
Buckweed,bck,bck_647,Training,CA,11,368978.5165,3824011.989,2007,1211.84,26.883,5.4,0.2,3.2,2,2,0.2928667,0.084582825,0.248775864,0.25,0.8,1,2,0
Buckweed,bck,bck_651,Training,CA,11,368543.5165,3824139.489,2007,997.042522,26.883,5.4,0.2,3.2,2,2,0.0380143,0.187328587,0.129095383,0.25,0.8,1,2,0
Buckweed,bck,bck_688,Training,CA,11,369043.5165,3824061.989,2007,1190.92,26.883,5.4,0.2,3.2,2,2,0.1763375,0.114014301,0.304394623,0.25,0.8,1,2,0
Buckweed,bck,bck_736,Training,CA,11,368376.0165,3823799.489,2007,1262.05,26.883,5.4,0.2,3.2,2,2,0.9858278,0.291070766,0.235931793,0.25,0.8,1,2,0
Buckweed,bck,bck_813,Training,CA,11,368633.5165,3823761.989,2007,1269.79,26.883,5.4,0.2,3.2,2,2,0.060305,0.113751984,0.315949493,0.25,0.8,1,2,0
Buckweed,bck,bck_853,Training,CA,11,368171.0165,3823611.989,2007,1531.57,26.883,5.4,0.2,3.2,2,2,0.03985,0.361030197,0.261058685,0.25,0.8,1,2,0
Blaisdell,bla,bla_122,Training,CA,11,532280.1647,3749794.79,2005,3535.95,34.85,24.89,0.71,9.14,7.62,4.06,3.5556591,0.021712091,0.069520134,0.0554303,2.285,3.81,4.06,0
Blaisdell,bla,bla_122,Training,CA,11,532280.1647,3749794.79,2005,3535.95,15.067,38.1,2.53,7.11,6.1,5.33,3.5556591,0.021712091,0.069520134,0.0554303,1.7775,3.05,5.33,0
Blaisdell,bla,bla_236,Training,CA,11,534595.1647,3749114.79,2005,782.874116,34.85,24.89,0.71,9.14,7.62,4.06,1.9021167,0.079713044,0.07606485,0.0542726,2.285,3.81,4.06,0
Blaisdell,bla,bla_236,Training,CA,11,534595.1647,3749114.79,2005,782.874116,15.067,38.1,2.53,7.11,6.1,5.33,1.9021167,0.079713044,0.07606485,0.0542726,1.7775,3.05,5.33,0
Blaisdell,bla,bla_346,Training,CA,11,535057.6647,3748597.29,2005,132.344873,34.85,24.89,0.71,9.14,7.62,4.06,0.4660235,0.001074681,0.080441063,0.0509787,2.285,3.81,4.06,0
Blaisdell,bla,bla_346,Training,CA,11,535057.6647,3748597.29,2005,132.344873,15.067,38.1,2.53,7.11,6.1,5.33,0.4660235,0.001074681,0.080441063,0.0509787,1.7775,3.05,5.33,0
Blaisdell,bla,bla_451,Training,CA,11,534835.1647,3748244.79,2005,552.859276,34.85,24.89,0.71,9.14,7.62,4.06,5.0281906,0.0197688,0.061923843,0.0782609,2.285,3.81,4.06,0
Blaisdell,bla,bla_451,Training,CA,11,534835.1647,3748244.79,2005,552.859276,15.067,38.1,2.53,7.11,6.1,5.33,5.0281906,0.0197688,0.061923843,0.0782609,1.7775,3.05,5.33,0
Blaisdell,bla,bla_472,Training,CA,11,534257.6647,3747992.29,2005,1166.22,34.85,24.89,0.71,9.14,7.62,4.06,4.6308999,0.007514808,0.019152323,0.0969892,2.285,3.81,4.06,0
Blaisdell,bla,bla_472,Training,CA,11,534257.6647,3747992.29,2005,1166.22,15.067,38.1,2.53,7.11,6.1,5.33,4.6308999,0.007514808,0.019152323,0.0969892,1.7775,3.05,5.33,0
Bear,br,br_1529,Test,ID,11,732057.4531,5110115.734,2000,972.417552,0,21.082,0,53.848,33.528,19.304,4.29426,0.504194489,0.437903076,0.2269799,13.462,16.764,19.304,1
Bear,br,br_1591,Test,ID,11,732322.4531,5109965.734,2000,1406.17,0,21.082,0,53.848,33.528,19.304,0.1409,0.689105988,0.546081848,0.23,13.462,16.764,19.304,1
Bear,br,br_1675,Test,ID,11,732524.9531,5109798.234,2000,1773.31,0,21.082,0,53.848,33.528,19.304,0.2074,0.689556274,0.654032471,0.23,13.462,16.764,19.304,1
Bear,br,br_1681,Test,ID,11,733557.4531,5109745.734,2000,3109.31,0,21.082,0,53.848,33.528,19.304,0.3075611,0.184920883,0.680323486,0.2294236,13.462,16.764,19.304,1
Bear,br,br_1752,Test,ID,11,732809.9531,5109693.234,2000,2168.19,0,21.082,0,53.848,33.528,19.304,0.2133632,0.665076904,0.596327332,0.23,13.462,16.764,19.304,1
Bear,br,br_1818,Test,ID,11,732372.4531,5109675.734,2000,1738.85,0,21.082,0,53.848,33.528,19.304,0.0802368,0.654604645,0.596081665,0.23,13.462,16.764,19.304,1
Bear,br,br_1862,Test,ID,11,732617.4531,5109480.734,2000,2182.89,0,21.082,0,53.848,33.528,19.304,0.336375,0.629483528,0.617405884,0.2286256,13.462,16.764,19.304,0
Bear,br,br_1901,Test,ID,11,732472.4531,5109335.734,2000,2223.41,0,21.082,0,53.848,33.528,19.304,0.1389688,0.597905655,0.648578003,0.23,13.462,16.764,19.304,1
Bear,br,br_1902,Test,ID,11,733112.4531,5109435.734,2000,2774.81,0,21.082,0,53.848,33.528,19.304,0.043425,0.886375122,0.720507202,0.2300001,13.462,16.764,19.304,1
Bear,br,br_1966,Test,ID,11,732847.4531,5109015.734,2000,2899.26,0,21.082,0,53.848,33.528,19.304,0.1223714,0.814659271,0.653041077,0.23,13.462,16.764,19.304,1
Bear,br,br_2065,Test,ID,11,732752.4531,5108765.734,2000,3128.15,0,21.082,0,53.848,33.528,19.304,0.18776,0.76481163,0.47945694,0.196077,13.462,16.764,19.304,0
Bear,br,br_2103,Test,ID,11,732976.2031,5108679.484,2000,3395.51,0,21.082,0,53.848,33.528,19.304,0.025525,0.721407852,0.444067078,0.2299999,13.462,16.764,19.304,1
Bear,br,br_2148,Test,ID,11,732762.4531,5108635.734,2000,3274.95,0,21.082,0,53.848,33.528,19.304,0.0350474,0.923163147,0.539607727,0.23,13.462,16.764,19.304,0
Bear,br,br_2167,Test,ID,11,733219.9531,5108523.234,2000,3751.34,0,21.082,0,53.848,33.528,19.304,0.7205191,0.452968559,0.802221619,0.1994235,13.462,16.764,19.304,1
Canyon,can,can_129,Training,CA,11,343902.8975,3770239.803,2007,1219.86,19.2,4.4,0.23,4,2.4,2,2.7295666,0.876595535,0.168275986,0.2096025,1,1.2,2,0
Canyon,can,can_144,Training,CA,11,343945.3975,3770179.803,2007,1344.29,19.2,4.4,0.23,4,2.4,2,0.1944072,0.719425888,0.110799873,0.2099999,1,1.2,2,0
Canyon,can,can_178,Training,CA,11,343977.8975,3769909.803,2007,1685.96,19.2,4.4,0.23,4,2.4,2,0.0432583,0.816950836,NaN,0.2099999,1,1.2,2,0
Canyon,can,can_25,Training,CA,11,342465.3975,3771054.803,2007,1000.48,19.2,4.4,0.23,4,2.4,2,1.7165166,0.909847412,0.281745941,0.2096428,1,1.2,2,0
Canyon,can,can_310,Training,CA,11,343355.3975,3769349.803,2007,991.124544,0.017,0.2,12,NaN,NaN,NaN,0.1311,0.62018425,0.240223023,0.21,NaN,NaN,NaN,0
Canyon,can,can_325,Training,CA,11,343325.3975,3769219.803,2007,1002.8,0.017,0.2,12,NaN,NaN,NaN,0.0259381,0.144436216,0.249970718,0.21,NaN,NaN,NaN,0
Canyon,can,can_36,Training,CA,11,343385.3975,3770789.803,2007,451.510927,19.2,4.4,0.23,4,2.4,2,2.9720125,0.818043442,0.066840515,0.2095306,1,1.2,2,0
Canyon,can,can_39,Training,CA,11,343465.3975,3770902.303,2007,433.895102,19.2,4.4,0.23,4,2.4,2,0.0297792,0.471340675,0.030235754,0.21,1,1.2,2,0
Canyon,can,can_44,Training,CA,11,343565.3975,3770809.803,2007,516.787202,19.2,4.4,0.23,4,2.4,2,0.0326591,0.763482819,0.106718994,0.21,1,1.2,2,0
Canyon,can,can_534,Training,CA,11,342825.3975,3767799.803,2007,888.605635,46.8,37.2,0.794872,13.5,8.625,5.2,0.4727636,0.671573029,0.067930351,0.2100001,3.375,4.3125,5.2,0
Canyon,can,can_539,Training,CA,11,343067.8975,3767667.303,2007,975.384458,46.8,37.2,0.794872,13.5,8.625,5.2,0.31115,0.426220627,0.061877991,0.21,3.375,4.3125,5.2,0
Canyon,can,can_558,Training,CA,11,343245.3975,3767584.803,2007,1127.42,46.8,37.2,0.794872,13.5,8.625,5.2,0.1979421,0.442148094,NaN,0.2100001,3.375,4.3125,5.2,0
Canyon,can,can_62,Training,CA,11,342925.3975,3770772.303,2007,807.20159,19.2,4.4,0.23,4,2.4,2,0.0763458,0.887799683,0.161138992,0.21,1,1.2,2,0
Canyon,can,can_92,Training,CA,11,343782.8975,3770537.303,2007,878.841334,19.2,4.4,0.23,4,2.4,2,0.5061455,0.46763176,0.025954779,0.2100001,1,1.2,2,0
Cerro Grande,cg,cg_2382,Test,NM,13,378054.6251,3975617.907,2000,1305.86,1.3,23.62,18.17,35.56,30.99,23.37,0.1764571,0.751629105,0.638052307,0,8.89,15.495,23.37,1
Cerro Grande,cg,cg_2454,Test,NM,13,377715.8751,3975379.157,2000,1043.78,0.667,2.03,3.05,6.1,3.56,NaN,0.0224571,0.732759399,0.637106079,0,1.525,1.78,NaN,0
Cerro Grande,cg,cg_2462,Test,NM,13,378414.6251,3975397.907,2000,926.249994,1.3,23.62,18.17,35.56,30.99,23.37,0.2577889,0.825321198,0.704229126,0,8.89,15.495,23.37,1
Cerro Grande,cg,cg_2533,Test,NM,13,378604.6251,3975215.407,2000,815.78773,1.367,25.65,18.77,34.54,30.99,25.15,0.0418733,0.886211472,0.648581848,0,8.635,15.495,25.15,1
Cerro Grande,cg,cg_2575,Test,NM,13,377762.1251,3975230.407,2000,905.384166,0.667,2.03,3.05,6.1,3.56,NaN,0.36486,0.818801422,0.64296283,0,1.525,1.78,NaN,0
Cerro Grande,cg,cg_2581,Test,NM,13,377769.6251,3975007.907,2000,625.980806,0.667,2.03,3.05,6.1,3.56,NaN,0.1116913,0.874016113,0.634209839,0,1.525,1.78,NaN,0
Cerro Grande,cg,cg_2608,Test,NM,13,378974.6251,3975097.907,2000,548.249262,1.367,25.65,18.77,34.54,30.99,25.15,0.1013286,0.804444962,0.578366455,0,8.635,15.495,25.15,1
Cerro Grande,cg,cg_2620,Test,NM,13,379224.6251,3974952.907,2000,563.999779,1.367,25.65,18.77,34.54,30.99,25.15,0.23008,0.654855576,0.738143189,0,8.635,15.495,25.15,1
Cerro Grande,cg,cg_2688,Test,NM,13,378009.6251,3974727.907,2000,447.454508,0.667,2.03,3.05,6.1,3.56,NaN,0.148525,0.87824791,0.664111877,0,1.525,1.78,NaN,0
Cerro Grande,cg,cg_2786,Test,NM,13,377879.6251,3974487.907,2000,659.451393,0.667,2.03,3.05,6.1,3.56,NaN,0.4945091,0.5048946,0.504251312,0,1.525,1.78,NaN,0
Cerro Grande,cg,cg_2811,Test,NM,13,378454.6251,3974357.907,2000,576.986342,0.667,2.03,3.05,6.1,3.56,NaN,0.251765,0.433131027,0.86654071,0.9794608,1.525,1.78,NaN,0
Coal Seam,cs,cs_1019,Test,CO,13,297511.963,4380790.418,2002,2418.05,16.483,10.16,0.62,27.43,14.22,7.37,0.03144,0.321138954,0.456557037,0.33,6.8575,7.11,7.37,0
Coal Seam,cs,cs_1019,Test,CO,13,297511.963,4380790.418,2002,2418.05,30.717,5.84,0.19,8.13,4.06,2.03,0.03144,0.321138954,0.456557037,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1019,Test,CO,13,297511.963,4380790.418,2002,2418.05,25.35,7.62,0.3,10.16,6.1,3.05,0.03144,0.321138954,0.456557037,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1140,Test,CO,13,297741.963,4380490.418,2002,2642.46,16.483,10.16,0.62,27.43,14.22,7.37,0.12666,0.284158421,0.428611572,0.33,6.8575,7.11,7.37,1
Coal Seam,cs,cs_1140,Test,CO,13,297741.963,4380490.418,2002,2642.46,30.717,5.84,0.19,8.13,4.06,2.03,0.12666,0.284158421,0.428611572,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1140,Test,CO,13,297741.963,4380490.418,2002,2642.46,25.35,7.62,0.3,10.16,6.1,3.05,0.12666,0.284158421,0.428611572,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1152,Test,CO,13,297781.963,4380415.418,2002,2503.87,16.483,10.16,0.62,27.43,14.22,7.37,0.167619,0.443624802,0.473171967,0.33,6.8575,7.11,7.37,1
Coal Seam,cs,cs_1152,Test,CO,13,297781.963,4380415.418,2002,2503.87,30.717,5.84,0.19,8.13,4.06,2.03,0.167619,0.443624802,0.473171967,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1152,Test,CO,13,297781.963,4380415.418,2002,2503.87,25.35,7.62,0.3,10.16,6.1,3.05,0.167619,0.443624802,0.473171967,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1167,Test,CO,13,299111.963,4380362.918,2002,3916.16,16,21.082,1.317625,NaN,31.496,16.764,0.0472913,0.274709778,0.897331726,0.3300001,NaN,15.748,16.764,0
Coal Seam,cs,cs_1226,Test,CO,13,298221.963,4380240.418,2002,3051.28,16,21.082,1.317625,NaN,31.496,16.764,0.0443857,0.964795837,0.99743866,0.33,NaN,15.748,16.764,0
Coal Seam,cs,cs_1226,Test,CO,13,298221.963,4380240.418,2002,3059.44,30.717,5.84,0.19,8.13,4.06,2.03,0.0443857,0.964795837,0.99743866,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1226,Test,CO,13,298221.963,4380240.418,2002,3059.44,25.35,7.62,0.3,10.16,6.1,3.05,0.0443857,0.964795837,0.99743866,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1270,Test,CO,13,297999.463,4380317.918,2002,2730.95,30.717,5.84,0.19,8.13,4.06,2.03,0.1702333,0.338310471,0.375273285,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1270,Test,CO,13,297999.463,4380317.918,2002,2730.95,25.35,7.62,0.3,10.16,6.1,3.05,0.1702333,0.338310471,0.375273285,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1288,Test,CO,13,298621.963,4380325.418,2002,3274.18,16,21.082,1.317625,NaN,31.496,16.764,0.1739,0.887678452,0.860411011,0.33,NaN,15.748,16.764,0
Coal Seam,cs,cs_1288,Test,CO,13,298621.963,4380325.418,2002,3448.14,30.717,5.84,0.19,8.13,4.06,2.03,0.1739,0.887678452,0.860411011,0.33,2.0325,2.03,2.03,0
Coal Seam,cs,cs_1288,Test,CO,13,298621.963,4380325.418,2002,3448.14,25.35,7.62,0.3,10.16,6.1,3.05,0.1739,0.887678452,0.860411011,0.33,2.54,3.05,3.05,0
Coal Seam,cs,cs_1320,Test,CO,13,299456.963,4379920.418,2002,3930.55,16,21.082,1.317625,NaN,31.496,16.764,3.5434043,0.071391916,0.175266312,0.3414255,NaN,15.748,16.764,0
Coal Seam,cs,cs_156,Test,CO,13,299161.963,4385745.418,2002,2269.02,16.5,10.16,0.615758,NaN,12.192,7.112,3.9553876,0.014262708,0.161342682,0.2628282,NaN,6.096,7.112,0
Coal Seam,cs,cs_156,Test,CO,13,299161.963,4385745.418,2002,2269.02,9,11.684,1.298222,NaN,NaN,4.826,3.9553876,0.014262708,0.161342682,0.2628282,NaN,NaN,4.826,0
Coal Seam,cs,cs_156,Test,CO,13,299161.963,4385745.418,2002,2269.02,65,26.924,0.414215,NaN,NaN,6.096,3.9553876,0.014262708,0.161342682,0.2628282,NaN,NaN,6.096,0
Coal Seam,cs,cs_176,Test,CO,13,299206.963,4385710.418,2002,2296.74,16.5,10.16,0.615758,NaN,12.192,7.112,2.7929153,0.000286443,0.163213547,0.2647333,NaN,6.096,7.112,0
Coal Seam,cs,cs_176,Test,CO,13,299206.963,4385710.418,2002,2296.74,9,11.684,1.298222,NaN,NaN,4.826,2.7929153,0.000286443,0.163213547,0.2647333,NaN,NaN,4.826,0
Coal Seam,cs,cs_176,Test,CO,13,299206.963,4385710.418,2002,2296.74,65,26.924,0.414215,NaN,NaN,6.096,2.7929153,0.000286443,0.163213547,0.2647333,NaN,NaN,6.096,0
Coal Seam,cs,cs_188,Test,CO,13,298821.963,4385727.918,2002,1866.04,16.5,10.16,0.615758,NaN,12.192,7.112,0.0423174,0.039115908,0.271557892,0.3600001,NaN,6.096,7.112,0
Coal Seam,cs,cs_188,Test,CO,13,298821.963,4385727.918,2002,1866.04,9,11.684,1.298222,NaN,NaN,4.826,0.0423174,0.039115908,0.271557892,0.3600001,NaN,NaN,4.826,0
Coal Seam,cs,cs_188,Test,CO,13,298821.963,4385727.918,2002,1866.04,65,26.924,0.414215,NaN,NaN,6.096,0.0423174,0.039115908,0.271557892,0.3600001,NaN,NaN,6.096,0
Coal Seam,cs,cs_192,Test,CO,13,298806.963,4385610.418,2002,2010.7,16.5,10.16,0.615758,NaN,12.192,7.112,0.6287,0.137674866,0.313717529,0.3515168,NaN,6.096,7.112,0
Coal Seam,cs,cs_192,Test,CO,13,298806.963,4385610.418,2002,2010.7,9,11.684,1.298222,NaN,NaN,4.826,0.6287,0.137674866,0.313717529,0.3515168,NaN,NaN,4.826,0
Coal Seam,cs,cs_192,Test,CO,13,298806.963,4385610.418,2002,2010.7,65,26.924,0.414215,NaN,NaN,6.096,0.6287,0.137674866,0.313717529,0.3515168,NaN,NaN,6.096,0
Coal Seam,cs,cs_199,Test,CO,13,298529.463,4385440.418,2002,1640.59,16.5,10.16,0.615758,NaN,12.192,7.112,0.0328231,0.257650375,0.360561768,0.36,NaN,6.096,7.112,0
Coal Seam,cs,cs_199,Test,CO,13,298529.463,4385440.418,2002,1640.59,9,11.684,1.298222,NaN,NaN,4.826,0.0328231,0.257650375,0.360561768,0.36,NaN,NaN,4.826,0
Coal Seam,cs,cs_199,Test,CO,13,298529.463,4385440.418,2002,1640.59,65,26.924,0.414215,NaN,NaN,6.096,0.0328231,0.257650375,0.360561768,0.36,NaN,NaN,6.096,0
Coal Seam,cs,cs_218,Test,CO,13,298456.963,4385470.418,2002,1626.72,16.5,10.16,0.615758,NaN,12.192,7.112,0.0312933,0.79066658,0.726434204,0.3600001,NaN,6.096,7.112,0
Coal Seam,cs,cs_218,Test,CO,13,298456.963,4385470.418,2002,1626.72,9,11.684,1.298222,NaN,NaN,4.826,0.0312933,0.79066658,0.726434204,0.3600001,NaN,NaN,4.826,0
Coal Seam,cs,cs_218,Test,CO,13,298456.963,4385470.418,2002,1626.72,65,26.924,0.414215,NaN,NaN,6.096,0.0312933,0.79066658,0.726434204,0.3600001,NaN,NaN,6.096,0
Coal Seam,cs,cs_225,Test,CO,13,298056.963,4385360.418,2002,1353.43,16.5,10.16,0.615758,NaN,12.192,7.112,7.6294832,0.03132479,0.177620102,0.2743951,NaN,6.096,7.112,0
Coal Seam,cs,cs_225,Test,CO,13,298056.963,4385360.418,2002,1353.43,9,11.684,1.298222,NaN,NaN,4.826,7.6294832,0.03132479,0.177620102,0.2743951,NaN,NaN,4.826,0
Coal Seam,cs,cs_225,Test,CO,13,298056.963,4385360.418,2002,1353.43,65,26.924,0.414215,NaN,NaN,6.096,7.6294832,0.03132479,0.177620102,0.2743951,NaN,NaN,6.096,0
Coal Seam,cs,cs_226,Test,CO,13,298246.963,4385400.418,2002,1503.55,16.5,10.16,0.615758,NaN,12.192,7.112,0.6599818,0.334302902,0.410023407,0.3520193,NaN,6.096,7.112,0
Coal Seam,cs,cs_226,Test,CO,13,298246.963,4385400.418,2002,1503.55,9,11.684,1.298222,NaN,NaN,4.826,0.6599818,0.334302902,0.410023407,0.3520193,NaN,NaN,4.826,0
Coal Seam,cs,cs_226,Test,CO,13,298246.963,4385400.418,2002,1503.55,65,26.924,0.414215,NaN,NaN,6.096,0.6599818,0.334302902,0.410023407,0.3520193,NaN,NaN,6.096,0
Coal Seam,cs,cs_227,Test,CO,13,298171.963,4385330.418,2002,1433.26,16.5,10.16,0.615758,NaN,12.192,7.112,0.02829,0.59496521,0.540914368,0.36,NaN,6.096,7.112,0
Coal Seam,cs,cs_227,Test,CO,13,298171.963,4385330.418,2002,1433.26,9,11.684,1.298222,NaN,NaN,4.826,0.02829,0.59496521,0.540914368,0.36,NaN,NaN,4.826,0
Coal Seam,cs,cs_227,Test,CO,13,298171.963,4385330.418,2002,1433.26,65,26.924,0.414215,NaN,NaN,6.096,0.02829,0.59496521,0.540914368,0.36,NaN,NaN,6.096,0
Coal Seam,cs,cs_236,Test,CO,13,297891.963,4385272.918,2002,1346.65,16.5,10.16,0.615758,NaN,12.192,7.112,0.0245875,0.569456329,0.478358887,0.36,NaN,6.096,7.112,0
Coal Seam,cs,cs_236,Test,CO,13,297891.963,4385272.918,2002,1346.65,9,11.684,1.298222,NaN,NaN,4.826,0.0245875,0.569456329,0.478358887,0.36,NaN,NaN,4.826,0
Coal Seam,cs,cs_236,Test,CO,13,297891.963,4385272.918,2002,1346.65,65,26.924,0.414215,NaN,NaN,6.096,0.0245875,0.569456329,0.478358887,0.36,NaN,NaN,6.096,0
Coal Seam,cs,cs_248,Test,CO,13,297731.963,4385197.918,2002,1513.05,16.5,10.16,0.615758,NaN,12.192,7.112,0.6403046,0.418634262,0.443507172,0.3567061,NaN,6.096,7.112,0
Coal Seam,cs,cs_248,Test,CO,13,297731.963,4385197.918,2002,1513.05,9,11.684,1.298222,NaN,NaN,4.826,0.6403046,0.418634262,0.443507172,0.3567061,NaN,NaN,4.826,0
Coal Seam,cs,cs_248,Test,CO,13,297731.963,4385197.918,2002,1513.05,65,26.924,0.414215,NaN,NaN,6.096,0.6403046,0.418634262,0.443507172,0.3567061,NaN,NaN,6.096,0
Coal Seam,cs,cs_251,Test,CO,13,298025.713,4385146.668,2002,1528.4,16.5,10.16,0.615758,NaN,12.192,7.112,0.036125,0.599935875,0.533676819,0.3600001,NaN,6.096,7.112,0
Coal Seam,cs,cs_251,Test,CO,13,298025.713,4385146.668,2002,1528.4,9,11.684,1.298222,NaN,NaN,4.826,0.036125,0.599935875,0.533676819,0.3600001,NaN,NaN,4.826,0
Coal Seam,cs,cs_251,Test,CO,13,298025.713,4385146.668,2002,1528.4,65,26.924,0.414215,NaN,NaN,6.096,0.036125,0.599935875,0.533676819,0.3600001,NaN,NaN,6.096,0
Coal Seam,cs,cs_252,Test,CO,13,297641.963,4385112.918,2002,1460.38,16.5,10.16,0.615758,NaN,12.192,7.112,1.0659615,0.215384235,0.378410797,0.3511756,NaN,6.096,7.112,0
Coal Seam,cs,cs_252,Test,CO,13,297641.963,4385112.918,2002,1460.38,9,11.684,1.298222,NaN,NaN,4.826,1.0659615,0.215384235,0.378410797,0.3511756,NaN,NaN,4.826,0
Coal Seam,cs,cs_252,Test,CO,13,297641.963,4385112.918,2002,1460.38,65,26.924,0.414215,NaN,NaN,6.096,1.0659615,0.215384235,0.378410797,0.3511756,NaN,NaN,6.096,0
Coal Seam,cs,cs_255,Test,CO,13,297846.963,4385075.418,2002,1542.4,16.5,10.16,0.615758,NaN,12.192,7.112,0.037275,0.475103874,0.543143555,0.36,NaN,6.096,7.112,0
Coal Seam,cs,cs_255,Test,CO,13,297846.963,4385075.418,2002,1542.4,9,11.684,1.298222,NaN,NaN,4.826,0.037275,0.475103874,0.543143555,0.36,NaN,NaN,4.826,0
Coal Seam,cs,cs_255,Test,CO,13,297846.963,4385075.418,2002,1542.4,65,26.924,0.414215,NaN,NaN,6.096,0.037275,0.475103874,0.543143555,0.36,NaN,NaN,6.096,0
Coal Seam,cs,cs_265,Test,CO,13,297361.963,4385055.418,2002,1556.82,16.5,10.16,0.615758,NaN,12.192,7.112,0.3551133,0.340265541,0.398982544,0.3398958,NaN,6.096,7.112,0
Coal Seam,cs,cs_265,Test,CO,13,297361.963,4385055.418,2002,1556.82,9,11.684,1.298222,NaN,NaN,4.826,0.3551133,0.340265541,0.398982544,0.3398958,NaN,NaN,4.826,0
Coal Seam,cs,cs_265,Test,CO,13,297361.963,4385055.418,2002,1556.82,65,26.924,0.414215,NaN,NaN,6.096,0.3551133,0.340265541,0.398982544,0.3398958,NaN,NaN,6.096,0
Coal Seam,cs,cs_269,Test,CO,13,297406.963,4384990.418,2002,1708.63,16.5,10.16,0.615758,NaN,12.192,7.112,1.39809,0.680974197,0.605412231,0.1816715,NaN,6.096,7.112,0
Coal Seam,cs,cs_269,Test,CO,13,297406.963,4384990.418,2002,1708.63,9,11.684,1.298222,NaN,NaN,4.826,1.39809,0.680974197,0.605412231,0.1816715,NaN,NaN,4.826,0
Coal Seam,cs,cs_269,Test,CO,13,297406.963,4384990.418,2002,1708.63,65,26.924,0.414215,NaN,NaN,6.096,1.39809,0.680974197,0.605412231,0.1816715,NaN,NaN,6.096,0
Coal Seam,cs,cs_274,Test,CO,13,297251.963,4384990.418,2002,1657.31,16,14.732,0.92075,NaN,23.368,11.938,0.326435,0.632460861,0.535663147,0.2896487,NaN,11.684,11.938,0
Coal Seam,cs,cs_274,Test,CO,13,297251.963,4384990.418,2002,1792.93,9,11.684,1.298222,NaN,NaN,4.826,0.326435,0.632460861,0.535663147,0.2896487,NaN,NaN,4.826,0
Coal Seam,cs,cs_274,Test,CO,13,297251.963,4384990.418,2002,1792.93,65,26.924,0.414215,NaN,NaN,6.096,0.326435,0.632460861,0.535663147,0.2896487,NaN,NaN,6.096,0
Coal Seam,cs,cs_276,Test,CO,13,297670.713,4384951.668,2002,1687.22,16.5,10.16,0.615758,NaN,12.192,7.112,0.0321125,0.607853584,0.582828796,0.1726508,NaN,6.096,7.112,0
Coal Seam,cs,cs_276,Test,CO,13,297670.713,4384951.668,2002,1687.22,9,11.684,1.298222,NaN,NaN,4.826,0.0321125,0.607853584,0.582828796,0.1726508,NaN,NaN,4.826,0
