Fire Name,Fire_ID,Fire_SegID,Database,State,UTM_Zone,UTM_X,UTM_Y,Year,GaugeDist_m,StormDur_H,StormAccum_mm,StormAvgI_mm/h,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,ContributingArea_km2,PropHM23,dNBR/1000,KF,Acc015_mm,Acc030_mm,Acc060_mm,Response
Station,stn,stn_20409,Training,CA,11,389852.7683,3787560.371,2009,1533.96,0,0,0,NaN,NaN,NaN,0.1129609,0.490713959,0.122474808,0.2399903,NaN,NaN,NaN,0
Station,stn,stn_20409,Training,CA,11,389852.7683,3787560.371,2009,1533.96,32.333,60.45,1.87,14.22,11.18,10.16,0.1129609,0.490713959,0.122474808,0.2399903,3.555,5.59,10.16,1
Station,stn,stn_20409,Training,CA,11,389852.7683,3787560.371,2009,1656.31,9.01666667,28.2,3.12754159,43.2,32.8,28.2,0.1129609,0.490713959,0.122474808,0.2399903,10.8,16.4,28.2,0
Station,stn,stn_20410,Training,CA,11,389872.7683,3787780.371,2009,1309.26,0,0,0,NaN,NaN,NaN,0.0764091,0.603600197,0.109997849,0.24,NaN,NaN,NaN,0
Station,stn,stn_20410,Training,CA,11,389872.7683,3787780.371,2009,1309.26,32.333,60.45,1.87,14.22,11.18,10.16,0.0764091,0.603600197,0.109997849,0.24,3.555,5.59,10.16,1
Station,stn,stn_20410,Training,CA,11,389872.7683,3787780.371,2009,1309.26,14.3,33.02,2.31,10.16,6.6,6.6,0.0764091,0.603600197,0.109997849,0.24,2.54,3.3,6.6,0
Station,stn,stn_20410,Training,CA,11,389872.7683,3787780.371,2009,1309.26,44.55,41.4,0.93,27.43,14.73,8.13,0.0764091,0.603600197,0.109997849,0.24,6.8575,7.365,8.13,0
Station,stn,stn_20410,Training,CA,11,389872.7683,3787780.371,2009,1423.09,9.01666667,28.2,3.12754159,43.2,32.8,28.2,0.0764091,0.603600197,0.109997849,0.24,10.8,16.4,28.2,0
Station,stn,stn_20469,Training,CA,11,385885.2683,3790037.871,2009,248.270591,10.183,26.4,2.59,9.6,8.4,8.2,0.6185285,0.47903595,0.122283112,0.2399999,2.4,4.2,8.2,0
Station,stn,stn_20469,Training,CA,11,385885.2683,3790037.871,2009,248.270591,38.383,53.6,1.4,12,10.4,9,0.6185285,0.47903595,0.122283112,0.2399999,3,5.2,9,0
Station,stn,stn_20469,Training,CA,11,385885.2683,3790037.871,2009,1000.7,23.85,49.8,2.09,16,14.4,10.4,0.6185285,0.47903595,0.122283112,0.2399999,4,7.2,10.4,1
Station,stn,stn_20470,Training,CA,11,385955.2683,3790247.871,2009,85.1603778,31.983,99.4,3.11,77.6,48.4,30.2,0.5705087,0.515067444,0.132121368,0.2399999,19.4,24.2,30.2,1
Station,stn,stn_20470,Training,CA,11,385955.2683,3790247.871,2009,987.390838,55.017,84,1.53,10.4,8.8,6.6,0.5705087,0.515067444,0.132121368,0.2399999,2.6,4.4,6.6,1
Station,stn,stn_20470,Training,CA,11,385955.2683,3790247.871,2009,987.390838,0.483,4.6,9.52,17.6,NaN,NaN,0.5705087,0.515067444,0.132121368,0.2399999,4.4,NaN,NaN,0
Station,stn,stn_20600,Training,CA,11,388400.2683,3788182.871,2009,1798.49,32.333,60.45,1.87,14.22,11.18,10.16,1.770165,0.636924591,0.18217067,0.2399997,3.555,5.59,10.16,1
Station,stn,stn_20600,Training,CA,11,388400.2683,3788182.871,2009,1798.49,14.3,33.02,2.31,10.16,6.6,6.6,1.770165,0.636924591,0.18217067,0.2399997,2.54,3.3,6.6,0
Station,stn,stn_20600,Training,CA,11,388400.2683,3788182.871,2009,1798.49,44.55,41.4,0.93,27.43,14.73,8.13,1.770165,0.636924591,0.18217067,0.2399997,6.8575,7.365,8.13,0
Station,stn,stn_20600,Training,CA,11,388400.2683,3788182.871,2009,2091.09,60.95,174.6,2.86464315,27.2,23.2,17.2,1.770165,0.636924591,0.18217067,0.2399997,6.8,11.6,17.2,0
Station,stn,stn_20600,Training,CA,11,388400.2683,3788182.871,2009,2091.09,9.01666667,28.2,3.12754159,43.2,32.8,28.2,1.770165,0.636924591,0.18217067,0.2399997,10.8,16.4,28.2,0
Station,stn,stn_2064,Training,CA,11,400782.7683,3807975.371,2009,2506.69,55.8,29,0.52,8,6.8,5.6,1.1426001,0.644126205,0.275829834,0.1500002,2,3.4,5.6,0
Station,stn,stn_2064,Training,CA,11,400782.7683,3807975.371,2009,2506.69,0,0,0,NaN,NaN,NaN,1.1426001,0.644126205,0.275829834,0.1500002,NaN,NaN,NaN,0
Station,stn,stn_2064,Training,CA,11,400782.7683,3807975.371,2009,2506.69,23.117,21.2,0.92,5.6,4,3.2,1.1426001,0.644126205,0.275829834,0.1500002,1.4,2,3.2,0
Station,stn,stn_2064,Training,CA,11,400782.7683,3807975.371,2009,2506.69,9.083,5.6,0.62,8.8,5.2,3.6,1.1426001,0.644126205,0.275829834,0.1500002,2.2,2.6,3.6,0
Station,stn,stn_2064,Training,CA,11,400782.7683,3807975.371,2009,2506.69,12.467,14.8,1.19,4.8,4.8,4.4,1.1426001,0.644126205,0.275829834,0.1500002,1.2,2.4,4.4,0
Station,stn,stn_20791,Training,CA,11,388962.7683,3787565.371,2009,1788.6,0,0,0,NaN,NaN,NaN,0.4983857,0.450524216,0.095807259,0.2389937,NaN,NaN,NaN,0
Station,stn,stn_20791,Training,CA,11,388962.7683,3787565.371,2009,2037.05,9.01666667,28.2,3.12754159,43.2,32.8,28.2,0.4983857,0.450524216,0.095807259,0.2389937,10.8,16.4,28.2,0
Station,stn,stn_2209,Training,CA,11,400895.2683,3807745.371,2009,2244.69,55.8,29,0.52,8,6.8,5.6,0.0393591,0.402350769,0.171303955,0.15,2,3.4,5.6,0
Station,stn,stn_2209,Training,CA,11,400895.2683,3807745.371,2009,2244.69,0,0,0,NaN,NaN,NaN,0.0393591,0.402350769,0.171303955,0.15,NaN,NaN,NaN,0
Station,stn,stn_2345,Training,CA,11,401075.2683,3807585.371,2009,2100.49,55.8,29,0.52,8,6.8,5.6,0.0563857,0.646401291,0.120731918,0.15,2,3.4,5.6,0
Station,stn,stn_2345,Training,CA,11,401075.2683,3807585.371,2009,2100.49,0,0,0,NaN,NaN,NaN,0.0563857,0.646401291,0.120731918,0.15,NaN,NaN,NaN,0
Station,stn,stn_2464,Training,CA,11,401252.7683,3807475.371,2009,2089.53,55.8,29,0.52,8,6.8,5.6,0.0310733,0.63952858,0.104774437,0.15,2,3.4,5.6,0
Station,stn,stn_2464,Training,CA,11,401252.7683,3807475.371,2009,2089.53,0,0,0,NaN,NaN,NaN,0.0310733,0.63952858,0.104774437,0.15,NaN,NaN,NaN,0
Station,stn,stn_2465,Training,CA,11,401290.2683,3807422.871,2009,2033.72,55.8,29,0.52,8,6.8,5.6,0.2892222,0.726213989,0.296566101,0.1499999,2,3.4,5.6,0
Station,stn,stn_2465,Training,CA,11,401290.2683,3807422.871,2009,2033.72,0,0,0,NaN,NaN,NaN,0.2892222,0.726213989,0.296566101,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_2842,Training,CA,11,401602.7683,3806965.371,2009,1810.22,55.8,29,0.52,8,6.8,5.6,0.1078727,0.599107971,0.190648956,0.15,2,3.4,5.6,0
Station,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,2009,1730.38,55.8,29,0.52,8,6.8,5.6,2.5204358,0.75745079,0.470333099,0.15,2,3.4,5.6,0
Station,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,2009,1730.38,23.117,21.2,0.92,5.6,4,3.2,2.5204358,0.75745079,0.470333099,0.15,1.4,2,3.2,0
Station,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,2009,1730.38,9.083,5.6,0.62,8.8,5.2,3.6,2.5204358,0.75745079,0.470333099,0.15,2.2,2.6,3.6,0
Station,stn,stn_2933,Training,CA,11,401655.2683,3806792.871,2009,1730.38,12.467,14.8,1.19,4.8,4.8,4.4,2.5204358,0.75745079,0.470333099,0.15,1.2,2.4,4.4,0
Station,stn,stn_3150,Training,CA,11,401165.2683,3806592.871,2009,1148.92,55.8,29,0.52,8,6.8,5.6,0.0673444,0.725570755,0.419898163,0.15,2,3.4,5.6,0
Station,stn,stn_3150,Training,CA,11,401165.2683,3806592.871,2009,1148.92,0,0,0,NaN,NaN,NaN,0.0673444,0.725570755,0.419898163,0.15,NaN,NaN,NaN,0
Station,stn,stn_3241,Training,CA,11,401299.0183,3806509.121,2009,1178.76,55.8,29,0.52,8,6.8,5.6,0.0258875,0.792050705,0.493511963,0.15,2,3.4,5.6,0
Station,stn,stn_3391,Training,CA,11,400402.7683,3806375.371,2009,456.468006,0,0,0,NaN,NaN,NaN,0.0826,0.37129467,0.148588089,0.15,NaN,NaN,NaN,0
Station,stn,stn_3393,Training,CA,11,400445.2683,3806337.871,2009,499.460889,55.8,29,0.52,8,6.8,5.6,0.0361,0.424465599,0.105224617,0.15,2,3.4,5.6,0
Station,stn,stn_3393,Training,CA,11,400445.2683,3806337.871,2009,499.460889,0,0,0,NaN,NaN,NaN,0.0361,0.424465599,0.105224617,0.15,NaN,NaN,NaN,0
Station,stn,stn_3405,Training,CA,11,400402.7683,3806280.371,2009,390.691521,55.8,29,0.52,8,6.8,5.6,0.371275,0.298050957,0.220112808,0.15,2,3.4,5.6,0
Station,stn,stn_3405,Training,CA,11,400402.7683,3806280.371,2009,390.691521,0,0,0,NaN,NaN,NaN,0.371275,0.298050957,0.220112808,0.15,NaN,NaN,NaN,0
Station,stn,stn_3406,Training,CA,11,400292.7683,3806365.371,2009,451.966966,55.8,29,0.52,8,6.8,5.6,0.3152952,0.276847897,0.231102676,0.15,2,3.4,5.6,0
Station,stn,stn_3406,Training,CA,11,400292.7683,3806365.371,2009,451.966966,0,0,0,NaN,NaN,NaN,0.3152952,0.276847897,0.231102676,0.15,NaN,NaN,NaN,0
Station,stn,stn_3664,Training,CA,11,401017.7683,3806045.371,2009,657.313794,55.8,29,0.52,8,6.8,5.6,0.8930333,0.555379257,0.324329681,0.15,2,3.4,5.6,0
Station,stn,stn_3664,Training,CA,11,401017.7683,3806045.371,2009,657.313794,0,0,0,NaN,NaN,NaN,0.8930333,0.555379257,0.324329681,0.15,NaN,NaN,NaN,0
Station,stn,stn_3685,Training,CA,11,400207.7683,3806035.371,2009,235.342041,55.8,29,0.52,8,6.8,5.6,0.133119,0.169122314,0.163871506,0.15,2,3.4,5.6,0
Station,stn,stn_3685,Training,CA,11,400207.7683,3806035.371,2009,235.342041,0,0,0,NaN,NaN,NaN,0.133119,0.169122314,0.163871506,0.15,NaN,NaN,NaN,0
Station,stn,stn_3685,Training,CA,11,400207.7683,3806035.371,2009,413.376289,23.117,21.2,0.92,5.6,4,3.2,0.133119,0.169122314,0.163871506,0.15,1.4,2,3.2,0
Station,stn,stn_3685,Training,CA,11,400207.7683,3806035.371,2009,413.376289,9.083,5.6,0.62,8.8,5.2,3.6,0.133119,0.169122314,0.163871506,0.15,2.2,2.6,3.6,0
Station,stn,stn_3685,Training,CA,11,400207.7683,3806035.371,2009,413.376289,12.467,14.8,1.19,4.8,4.8,4.4,0.133119,0.169122314,0.163871506,0.15,1.2,2.4,4.4,0
Station,stn,stn_3687,Training,CA,11,400412.7683,3806145.371,2009,388.112086,55.8,29,0.52,8,6.8,5.6,0.5052524,0.295188389,0.195758331,0.15,2,3.4,5.6,0
Station,stn,stn_3687,Training,CA,11,400412.7683,3806145.371,2009,388.112086,0,0,0,NaN,NaN,NaN,0.5052524,0.295188389,0.195758331,0.15,NaN,NaN,NaN,0
Station,stn,stn_3718,Training,CA,11,400300.2683,3805965.371,2009,280.465622,55.8,29,0.52,8,6.8,5.6,0.0215875,0.003403972,0.216580521,0.15,2,3.4,5.6,0
Station,stn,stn_3718,Training,CA,11,400300.2683,3805965.371,2009,280.465622,0,0,0,NaN,NaN,NaN,0.0215875,0.003403972,0.216580521,0.15,NaN,NaN,NaN,0
Station,stn,stn_3988,Training,CA,11,401032.7683,3805750.371,2009,606.310341,55.8,29,0.52,8,6.8,5.6,0.0703381,0.331675262,0.426014496,0.15,2,3.4,5.6,0
Station,stn,stn_3988,Training,CA,11,401032.7683,3805750.371,2009,606.310341,0,0,0,NaN,NaN,NaN,0.0703381,0.331675262,0.426014496,0.15,NaN,NaN,NaN,0
Station,stn,stn_4123,Training,CA,11,398865.2683,3805512.871,2009,2050.97,55.8,29,0.52,8,6.8,5.6,0.7643188,0.614441833,0.227186768,0.15,2,3.4,5.6,0
Station,stn,stn_4123,Training,CA,11,398865.2683,3805512.871,2009,2050.97,0,0,0,NaN,NaN,NaN,0.7643188,0.614441833,0.227186768,0.15,NaN,NaN,NaN,0
Station,stn,stn_4123,Training,CA,11,398865.2683,3805512.871,2009,2050.97,23.117,21.2,0.92,5.6,4,3.2,0.7643188,0.614441833,0.227186768,0.15,1.4,2,3.2,0
Station,stn,stn_4123,Training,CA,11,398865.2683,3805512.871,2009,2050.97,9.083,5.6,0.62,8.8,5.2,3.6,0.7643188,0.614441833,0.227186768,0.15,2.2,2.6,3.6,0
Station,stn,stn_4123,Training,CA,11,398865.2683,3805512.871,2009,2050.97,12.467,14.8,1.19,4.8,4.8,4.4,0.7643188,0.614441833,0.227186768,0.15,1.2,2.4,4.4,0
Station,stn,stn_4131,Training,CA,11,399722.7683,3805710.371,2009,968.354556,55.8,29,0.52,8,6.8,5.6,0.6537619,0.439496574,0.225073257,0.15,2,3.4,5.6,0
Station,stn,stn_4131,Training,CA,11,399722.7683,3805710.371,2009,968.354556,0,0,0,NaN,NaN,NaN,0.6537619,0.439496574,0.225073257,0.15,NaN,NaN,NaN,0
Station,stn,stn_4131,Training,CA,11,399722.7683,3805710.371,2009,968.354556,23.117,21.2,0.92,5.6,4,3.2,0.6537619,0.439496574,0.225073257,0.15,1.4,2,3.2,0
Station,stn,stn_4131,Training,CA,11,399722.7683,3805710.371,2009,968.354556,9.083,5.6,0.62,8.8,5.2,3.6,0.6537619,0.439496574,0.225073257,0.15,2.2,2.6,3.6,0
Station,stn,stn_4131,Training,CA,11,399722.7683,3805710.371,2009,968.354556,12.467,14.8,1.19,4.8,4.8,4.4,0.6537619,0.439496574,0.225073257,0.15,1.2,2.4,4.4,0
Station,stn,stn_4295,Training,CA,11,400872.7683,3805885.371,2009,444.572627,55.8,29,0.52,8,6.8,5.6,0.1461917,0.288839722,0.400524353,0.1499999,2,3.4,5.6,0
Station,stn,stn_4295,Training,CA,11,400872.7683,3805885.371,2009,444.572627,0,0,0,NaN,NaN,NaN,0.1461917,0.288839722,0.400524353,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_4942,Training,CA,11,399347.7683,3804615.371,2009,2136.31,55.8,29,0.52,8,6.8,5.6,2.6570263,0.681014404,0.29901236,0.1499998,2,3.4,5.6,0
Station,stn,stn_4942,Training,CA,11,399347.7683,3804615.371,2009,2136.31,0,0,0,NaN,NaN,NaN,2.6570263,0.681014404,0.29901236,0.1499998,NaN,NaN,NaN,0
Station,stn,stn_5283,Training,CA,11,398672.7683,3804250.371,2009,3032.07,55.8,29,0.52,8,6.8,5.6,1.9773,0.596009941,0.210018372,0.1499999,2,3.4,5.6,0
Station,stn,stn_5283,Training,CA,11,398672.7683,3804250.371,2009,3032.07,0,0,0,NaN,NaN,NaN,1.9773,0.596009941,0.210018372,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_5283,Training,CA,11,398672.7683,3804250.371,2009,3032.07,23.117,21.2,0.92,5.6,4,3.2,1.9773,0.596009941,0.210018372,0.1499999,1.4,2,3.2,0
Station,stn,stn_5283,Training,CA,11,398672.7683,3804250.371,2009,3032.07,9.083,5.6,0.62,8.8,5.2,3.6,1.9773,0.596009941,0.210018372,0.1499999,2.2,2.6,3.6,0
Station,stn,stn_5283,Training,CA,11,398672.7683,3804250.371,2009,3032.07,12.467,14.8,1.19,4.8,4.8,4.4,1.9773,0.596009941,0.210018372,0.1499999,1.2,2.4,4.4,0
Station,stn,stn_5409,Training,CA,11,399465.2683,3804562.871,2009,2142.73,55.8,29,0.52,8,6.8,5.6,0.1792524,0.589116325,0.276275238,0.15,2,3.4,5.6,0
Station,stn,stn_5409,Training,CA,11,399465.2683,3804562.871,2009,2142.73,0,0,0,NaN,NaN,NaN,0.1792524,0.589116325,0.276275238,0.15,NaN,NaN,NaN,0
Station,stn,stn_5869,Training,CA,11,398817.7683,3803675.371,2009,3447.82,55.8,29,0.52,8,6.8,5.6,0.6210857,0.635005531,0.28425708,0.15,2,3.4,5.6,0
Station,stn,stn_5869,Training,CA,11,398817.7683,3803675.371,2009,3447.82,0,0,0,NaN,NaN,NaN,0.6210857,0.635005531,0.28425708,0.15,NaN,NaN,NaN,0
Station,stn,stn_5948,Training,CA,11,398522.7683,3803680.371,2009,3681.14,55.8,29,0.52,8,6.8,5.6,0.0979524,0.368180084,0.141733795,0.15,2,3.4,5.6,0
Station,stn,stn_5948,Training,CA,11,398522.7683,3803680.371,2009,3681.14,0,0,0,NaN,NaN,NaN,0.0979524,0.368180084,0.141733795,0.15,NaN,NaN,NaN,0
Station,stn,stn_6020,Training,CA,11,398962.7683,3803615.371,2009,3425.9,55.8,29,0.52,8,6.8,5.6,0.1897571,0.819086838,0.273687805,0.15,2,3.4,5.6,0
Station,stn,stn_6020,Training,CA,11,398962.7683,3803615.371,2009,3425.9,0,0,0,NaN,NaN,NaN,0.1897571,0.819086838,0.273687805,0.15,NaN,NaN,NaN,0
Station,stn,stn_6065,Training,CA,11,398917.7683,3803520.371,2009,3523.65,55.8,29,0.52,8,6.8,5.6,0.393735,0.558172607,0.287283081,0.15,2,3.4,5.6,0
Station,stn,stn_6065,Training,CA,11,398917.7683,3803520.371,2009,3523.65,0,0,0,NaN,NaN,NaN,0.393735,0.558172607,0.287283081,0.15,NaN,NaN,NaN,0
Station,stn,stn_6408,Training,CA,11,398525.2683,3803422.871,2009,3898.05,55.8,29,0.52,8,6.8,5.6,0.1567333,0.527342796,0.324896881,0.15,2,3.4,5.6,0
Station,stn,stn_6408,Training,CA,11,398525.2683,3803422.871,2009,3898.05,0,0,0,NaN,NaN,NaN,0.1567333,0.527342796,0.324896881,0.15,NaN,NaN,NaN,0
Station,stn,stn_6409,Training,CA,11,398645.2683,3803322.871,2009,3910.47,55.8,29,0.52,8,6.8,5.6,0.1349421,0.51026104,0.331990051,0.15,2,3.4,5.6,0
Station,stn,stn_6409,Training,CA,11,398645.2683,3803322.871,2009,3910.47,0,0,0,NaN,NaN,NaN,0.1349421,0.51026104,0.331990051,0.15,NaN,NaN,NaN,0
Station,stn,stn_7883,Training,CA,11,398035.2683,3801407.871,2009,3865.29,9.933,22,2.21,11.2,9.2,7.2,1.7466143,0.412345238,0.18748613,0.1500001,2.8,4.6,7.2,0
Station,stn,stn_7883,Training,CA,11,398035.2683,3801407.871,2009,3865.29,0,0,0,NaN,NaN,NaN,1.7466143,0.412345238,0.18748613,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_7883,Training,CA,11,398035.2683,3801407.871,2009,3865.29,27.983,69.6,2.49,23.2,20.8,19,1.7466143,0.412345238,0.18748613,0.1500001,5.8,10.4,19,0
Station,stn,stn_7883,Training,CA,11,398035.2683,3801407.871,2009,3865.29,6.083,19.2,3.16,10.4,8.8,8.6,1.7466143,0.412345238,0.18748613,0.1500001,2.6,4.4,8.6,0
Station,stn,stn_7883,Training,CA,11,398035.2683,3801407.871,2009,3865.29,43.733,85.6,1.96,16,15.2,13.2,1.7466143,0.412345238,0.18748613,0.1500001,4,7.6,13.2,0
Station,stn,stn_7957,Training,CA,11,397982.7683,3801305.371,2009,3750.09,9.933,22,2.21,11.2,9.2,7.2,1.8778,0.554821053,0.226179016,0.1499999,2.8,4.6,7.2,0
Station,stn,stn_7957,Training,CA,11,397982.7683,3801305.371,2009,3750.09,0,0,0,NaN,NaN,NaN,1.8778,0.554821053,0.226179016,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_7957,Training,CA,11,397982.7683,3801305.371,2009,3750.09,27.983,69.6,2.49,23.2,20.8,19,1.8778,0.554821053,0.226179016,0.1499999,5.8,10.4,19,0
Station,stn,stn_7957,Training,CA,11,397982.7683,3801305.371,2009,3750.09,6.083,19.2,3.16,10.4,8.8,8.6,1.8778,0.554821053,0.226179016,0.1499999,2.6,4.4,8.6,0
Station,stn,stn_7957,Training,CA,11,397982.7683,3801305.371,2009,3750.09,43.733,85.6,1.96,16,15.2,13.2,1.8778,0.554821053,0.226179016,0.1499999,4,7.6,13.2,0
Station,stn,stn_8256,Training,CA,11,397861.5183,3800906.621,2009,3194.59,9.933,22,2.21,11.2,9.2,7.2,1.162475,0.597076378,0.157711227,0.1500001,2.8,4.6,7.2,0
Station,stn,stn_8256,Training,CA,11,397861.5183,3800906.621,2009,3194.59,0,0,0,NaN,NaN,NaN,1.162475,0.597076378,0.157711227,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_8276,Training,CA,11,398162.7683,3800995.371,2009,3472.19,9.933,22,2.21,11.2,9.2,7.2,7.0915275,0.627777939,0.261377991,0.1500003,2.8,4.6,7.2,0
Station,stn,stn_8276,Training,CA,11,398162.7683,3800995.371,2009,3472.19,0,0,0,NaN,NaN,NaN,7.0915275,0.627777939,0.261377991,0.1500003,NaN,NaN,NaN,0
Station,stn,stn_8473,Training,CA,11,397820.2683,3800707.871,2009,2978.49,9.933,22,2.21,11.2,9.2,7.2,1.4200368,0.446573982,0.184701111,0.15,2.8,4.6,7.2,0
Station,stn,stn_8473,Training,CA,11,397820.2683,3800707.871,2009,2978.49,0,0,0,NaN,NaN,NaN,1.4200368,0.446573982,0.184701111,0.15,NaN,NaN,NaN,0
Station,stn,stn_8593,Training,CA,11,398029.0183,3800611.621,2009,2968.72,9.933,22,2.21,11.2,9.2,7.2,0.0292313,0.387767296,0.170796219,0.15,2.8,4.6,7.2,0
Station,stn,stn_8593,Training,CA,11,398029.0183,3800611.621,2009,2968.72,0,0,0,NaN,NaN,NaN,0.0292313,0.387767296,0.170796219,0.15,NaN,NaN,NaN,0
Station,stn,stn_8600,Training,CA,11,398135.2683,3800525.371,2009,2989.09,9.933,22,2.21,11.2,9.2,7.2,0.02105,0.69602623,0.209292694,0.15,2.8,4.6,7.2,0
Station,stn,stn_8600,Training,CA,11,398135.2683,3800525.371,2009,2989.09,0,0,0,NaN,NaN,NaN,0.02105,0.69602623,0.209292694,0.15,NaN,NaN,NaN,0
Station,stn,stn_8648,Training,CA,11,398035.2683,3800497.871,2009,2964.44,9.933,22,2.21,11.2,9.2,7.2,0.0897857,0.667096329,0.213296982,0.15,2.8,4.6,7.2,0
Station,stn,stn_8648,Training,CA,11,398035.2683,3800497.871,2009,2964.44,0,0,0,NaN,NaN,NaN,0.0897857,0.667096329,0.213296982,0.15,NaN,NaN,NaN,0
Station,stn,stn_8839,Training,CA,11,398150.2683,3800337.871,2009,2777.08,9.933,22,2.21,11.2,9.2,7.2,0.1087913,0.550168037,0.209617722,0.1499999,2.8,4.6,7.2,0
Station,stn,stn_8839,Training,CA,11,398150.2683,3800337.871,2009,2777.08,0,0,0,NaN,NaN,NaN,0.1087913,0.550168037,0.209617722,0.1499999,NaN,NaN,NaN,0
Station,stn,stn_9044,Training,CA,11,398132.7683,3800125.371,2009,2672.63,9.933,22,2.21,11.2,9.2,7.2,0.2353308,0.561335793,0.188634186,0.15,2.8,4.6,7.2,0
Station,stn,stn_9044,Training,CA,11,398132.7683,3800125.371,2009,2672.63,0,0,0,NaN,NaN,NaN,0.2353308,0.561335793,0.188634186,0.15,NaN,NaN,NaN,0
Station,stn,stn_9094,Training,CA,11,397592.7683,3800035.371,2009,2079.83,9.933,22,2.21,11.2,9.2,7.2,0.185975,0.352134933,0.159261765,0.15,2.8,4.6,7.2,0
Station,stn,stn_9094,Training,CA,11,397592.7683,3800035.371,2009,2079.83,0,0,0,NaN,NaN,NaN,0.185975,0.352134933,0.159261765,0.15,NaN,NaN,NaN,0
Station,stn,stn_9096,Training,CA,11,397702.7683,3800060.371,2009,2143.94,9.933,22,2.21,11.2,9.2,7.2,0.0864696,0.514274521,0.188996704,0.15,2.8,4.6,7.2,0
Station,stn,stn_9096,Training,CA,11,397702.7683,3800060.371,2009,2143.94,0,0,0,NaN,NaN,NaN,0.0864696,0.514274521,0.188996704,0.15,NaN,NaN,NaN,0
Station,stn,stn_9180,Training,CA,11,397932.7683,3799835.371,2009,2210.3,9.933,22,2.21,11.2,9.2,7.2,0.77265,0.640729828,0.239280151,0.1500001,2.8,4.6,7.2,0
Station,stn,stn_9180,Training,CA,11,397932.7683,3799835.371,2009,2210.3,0,0,0,NaN,NaN,NaN,0.77265,0.640729828,0.239280151,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_9226,Training,CA,11,397750.2683,3799767.871,2009,1975.82,9.933,22,2.21,11.2,9.2,7.2,0.0253231,0.466220551,0.299960815,0.15,2.8,4.6,7.2,0
Station,stn,stn_9226,Training,CA,11,397750.2683,3799767.871,2009,1975.82,0,0,0,NaN,NaN,NaN,0.0253231,0.466220551,0.299960815,0.15,NaN,NaN,NaN,0
Station,stn,stn_9401,Training,CA,11,397422.7683,3799792.871,2009,1680.06,9.933,22,2.21,11.2,9.2,7.2,0.0495043,0.158715954,0.148699844,0.15,2.8,4.6,7.2,0
Station,stn,stn_9401,Training,CA,11,397422.7683,3799792.871,2009,1680.06,0,0,0,NaN,NaN,NaN,0.0495043,0.158715954,0.148699844,0.15,NaN,NaN,NaN,0
Station,stn,stn_9504,Training,CA,11,397350.2683,3799457.871,2009,1392.79,9.933,22,2.21,11.2,9.2,7.2,0.02085,0.221110783,0.170136536,0.15,2.8,4.6,7.2,0
Station,stn,stn_9504,Training,CA,11,397350.2683,3799457.871,2009,1392.79,0,0,0,NaN,NaN,NaN,0.02085,0.221110783,0.170136536,0.15,NaN,NaN,NaN,0
Station,stn,stn_9506,Training,CA,11,397922.7683,3799800.371,2009,2153.84,9.933,22,2.21,11.2,9.2,7.2,0.1387308,0.726639709,0.285316315,0.15,2.8,4.6,7.2,0
Station,stn,stn_9506,Training,CA,11,397922.7683,3799800.371,2009,2153.84,0,0,0,NaN,NaN,NaN,0.1387308,0.726639709,0.285316315,0.15,NaN,NaN,NaN,0
Station,stn,stn_9507,Training,CA,11,398057.7683,3799665.371,2009,2152.49,9.933,22,2.21,11.2,9.2,7.2,0.1089889,0.749677277,0.287606934,0.15,2.8,4.6,7.2,0
Station,stn,stn_9507,Training,CA,11,398057.7683,3799665.371,2009,2152.49,0,0,0,NaN,NaN,NaN,0.1089889,0.749677277,0.287606934,0.15,NaN,NaN,NaN,0
Station,stn,stn_9558,Training,CA,11,397767.7683,3799530.371,2009,1744.37,9.933,22,2.21,11.2,9.2,7.2,0.0979316,0.648762054,0.276566711,0.15,2.8,4.6,7.2,0
Station,stn,stn_9558,Training,CA,11,397767.7683,3799530.371,2009,1744.37,0,0,0,NaN,NaN,NaN,0.0979316,0.648762054,0.276566711,0.15,NaN,NaN,NaN,0
Station,stn,stn_9640,Training,CA,11,396842.7683,3799335.371,2009,946.542428,9.933,22,2.21,11.2,9.2,7.2,1.0162923,0.529847527,0.193677902,0.1500001,2.8,4.6,7.2,0
Station,stn,stn_9640,Training,CA,11,396842.7683,3799335.371,2009,946.542428,0,0,0,NaN,NaN,NaN,1.0162923,0.529847527,0.193677902,0.1500001,NaN,NaN,NaN,0
Station,stn,stn_9687,Training,CA,11,397427.7683,3799305.371,2009,1254.25,9.933,22,2.21,11.2,9.2,7.2,0.2887261,0.523588982,0.291240021,0.1499999,2.8,4.6,7.2,0
Station,stn,stn_9687,Training,CA,11,397427.7683,3799305.371,2009,1254.25,0,0,0,NaN,NaN,NaN,0.2887261,0.523588982,0.291240021,0.1499999,NaN,NaN,NaN,0
